"","iso2c","country","fpop_rate","p2000","p2000_a_1","p2000_a_2","p2000_a_3","p2000_f","p2000_f_1","p2000_f_2","p2000_f_3","p2000_nf_1","p2000_nf_2","p2000_nf_3","pdelt","pdelt_a_1","pdelt_a_2","pdelt_a_3","pdelt_f","pdelt_f_1","pdelt_f_2","pdelt_f_3","pdelt_nf_1","pdelt_nf_2","pdelt_nf_3","region","flood_mech","sum","iso3c","bias_factor","hrsl_data","region_mean_bias","region_sd_bias"
"347","MN","Monaco",0,36355.9238405415,0,0,36355.9238405415,0,0,0,0,0,0,36355.9238405415,6458.66357018059,0,0,6458.66357018059,0,0,0,0,0,0,6458.66357018059,"Western Europe","snowicerain",128443.762232166,"MCO",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"348","MT","Malta",0,463744.793156928,17720.3925217465,89294.9163387413,356729.48429644,0,0,0,0,17720.3925217465,89294.9163387413,356729.48429644,36816.0136887311,8591.26124894777,19876.8805941781,8347.87184560519,0,0,0,0,8591.26124894777,19876.8805941781,8347.87184560519,"Southern Europe","snowicerain",1501682.42053698,"MLT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"349","SM","San Marino",0,38506.9482358015,6868.84903407696,31638.0992017245,0,0,0,0,0,6868.84903407696,31638.0992017245,0,5821.53678035975,1581.65776243161,4239.87901792814,0,0,0,0,0,1581.65776243161,4239.87901792814,0,"Southern Europe","snowicerain",132985.455048484,"SMR",0.821498772634281,"N",0.821498772634281,0.218724957314217
"350","VT","Vatican City",0,2259.75077879663,0,0,2259.75077879663,0,0,0,0,0,0,2259.75077879663,-131.22807450201,0,0,-131.22807450201,0,0,0,0,0,0,-131.22807450201,"Southern Europe","snowicerain",6385.56811288385,"VAT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"351","HR","Croatia",2.41669947234666,6208321.10900223,2572039.26255907,1976179.63309452,1660102.21334864,16896.9793052458,14615.985167283,2187.03372138258,93.9604165801815,2557423.27739178,1973992.59937314,1660008.25293206,-273609.125617529,-193774.51006187,-65753.9635327161,-14080.6520229426,-1799.65031212721,-1784.20134451072,14.9233801684817,-30.3723477849773,-191990.308717359,-65768.8869128845,-14050.2796751576,"Southern Europe","snowicerain",17819235.6958467,"HRV",0.834105279152343,"Y",0.821498772634281,0.218724957314217
"352","AL","Albania",-0.602678535036826,4140156.11907068,1745476.8687388,1221093.98229852,1173585.26803335,19229.2201293185,10822.1349219659,4326.20727055178,4080.87793680079,1734654.73381684,1216767.77502797,1169504.39009655,-295471.895975199,-570190.005700907,-116919.188110767,391637.297836475,827.078737167081,-590.355514262118,-148.060564115819,1565.49481554502,-569599.650186645,-116771.127546651,390071.80302093,"Southern Europe","snowicerain",11554108.3654744,"ALB",0.597146289224155,"Y",0.821498772634281,0.218724957314217
"353","BK","Bosnia & Herzegovina",16.8313696963748,5297523.35278213,1315645.55882197,2870772.96266034,1111104.83129983,29329.9081441992,8696.34059573849,16961.7154308998,3671.85211756089,1306949.21822623,2853811.24722944,1107432.97918227,24780.8409718447,35186.3696039842,-44868.5934938756,34463.0648617361,2309.26260519168,3148.29564829572,-621.612688429194,-217.420354674844,32038.0739556885,-44246.9808054464,34680.4852164109,"Southern Europe","snowicerain",15998568.583381,"BIH",0.482298155688882,"Y",0.821498772634281,0.218724957314217
"354","MJ","Montenegro",27.4143511872231,837740.472995783,224525.563963618,425921.279445428,187293.629586738,1664.08622941802,1280.31703353905,383.769195878973,0,223245.246930079,425537.510249549,187293.629586738,16375.9059201005,4416.23815671333,-12441.0749641025,24400.7427274897,891.763383067743,738.699430841625,153.063952226119,0,3677.5387258717,-12594.1389163287,24400.7427274897,"Southern Europe","snowicerain",2564932.40071132,"MNE",0.821498772634281,"N",0.821498772634281,0.218724957314217
"355","RI","Serbia",0.494470672112794,11112150.4411653,4239803.27610553,3485604.795284,3386742.36977578,68060.1847917953,16985.9845782894,2516.66966908984,48557.530544416,4222817.29152724,3483088.12561491,3338184.83923136,-1371530.69502583,-839470.566150145,-469255.470047211,-62804.6588284772,-4153.75695113043,-1688.35423736003,436.697363296524,-2902.10007706692,-837782.211912785,-469692.167410508,-59902.5587514103,"Southern Europe","snowicerain",29285766.1607297,"SRB",0.39786300013151,"Y",0.821498772634281,0.218724957314217
"356","GR","Greece",9.40062932196599,13831232.3463781,4344785.37215401,3211129.13597805,6275317.83824607,99243.9015474889,30087.650449652,19798.3248881516,49357.9262096854,4314697.72170436,3191330.8110899,6225959.91203639,-7301.20590165561,56772.1631333385,-33565.3625262952,-30508.0065086989,-492.48666620731,-46.336064986829,69.5506861587365,-515.701287379218,56818.4991983253,-33634.9132124539,-29992.3052213197,"Southern Europe","snowicerain",41570554.23694,"GRC",0.892276533257874,"Y",0.821498772634281,0.218724957314217
"357","MK","Macedonia",2.79935230556473,2709314.01747977,654235.835091119,1023559.44880049,1031518.73358816,17156.2236920825,2076.81678563419,3592.76752074808,11486.6393857002,652159.018305485,1019966.68127974,1020032.09420246,86232.2079155727,35982.2987322959,29084.6303217678,21165.2788615091,1528.58439349903,312.584668551648,464.451756023336,751.547968924046,35669.7140637442,28620.1785657444,20413.730892585,"Southern Europe","snowicerain",8405326.28362392,"MKD",0.717670656196626,"Y",0.821498772634281,0.218724957314217
"358","BU","Bulgaria",0.660194022958327,10844210.8161959,4642549.1386844,3420541.94462193,2781119.7328896,23645.1396437103,7715.97895169462,13008.1923992429,2920.96829277277,4634833.1597327,3407533.75222269,2778198.76459682,-1152029.21076303,-681633.945408191,-501471.651624764,31076.3862699236,-1658.36075120278,-41.4637346980039,-2032.75746379234,415.86044728756,-681592.481673493,-499438.894160972,30660.525822636,"Eastern Europe","snowicerain",29098532.2553852,"BGR",0.733469952903816,"Y",0.771560448688832,0.100346888478197
"359","PO","Portugal (Azores)",0,299735.678574198,146226.021020881,153509.657553317,0,0,0,0,0,146226.021020881,153509.657553317,0,4712.28693226172,-4664.06987365683,9376.35680591855,0,0,0,0,0,-4664.06987365683,9376.35680591855,0,"Southern Europe","snowicerain",913343.89651938,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"360","PO","Portugal",0,12757099.081126,4005063.40938187,4089661.82646568,4662373.84527849,0,0,0,0,4005063.40938187,4089661.82646568,4662373.84527849,75690.2396223751,-138194.326645809,114251.503968849,99633.0622993352,0,0,0,0,-138194.326645809,114251.503968849,99633.0622993352,"Southern Europe","snowicerain",38498367.9622452,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"361","GI","Gibraltar",0,26280.0412271967,73.4697238099341,4928.29010491465,21278.2813984721,0,0,0,0,73.4697238099341,4928.29010491465,21278.2813984721,3954.35777845687,-9.36031418968649,835.840551465165,3127.87754118139,0,0,0,0,-9.36031418968649,835.840551465165,3127.87754118139,"Southern Europe","snowicerain",90703.1970169607,"GIB",0.821498772634281,"N",0.821498772634281,0.218724957314217
"362","SP","Spain",0,50569475.8863794,10977873.5607817,14631770.586759,24959831.7388387,0,0,0,0,10977873.5607817,14631770.586759,24959831.7388387,6328280.24383108,1477130.39099722,1869544.71636311,2981605.13647075,0,0,0,0,1477130.39099722,1869544.71636311,2981605.13647075,"Southern Europe","snowicerain",170693268.390632,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"363","FR","France",0,87130358.9154706,30076478.9597129,22488992.7230259,34564887.2327318,0,0,0,0,30076478.9597129,22488992.7230259,34564887.2327318,7219384.04590571,4497003.06937608,1289679.00931255,1432701.96721707,0,0,0,0,4497003.06937608,1289679.00931255,1432701.96721707,"Western Europe","snowicerain",283049228.884129,"FRA",0.912725652490811,"Y",0.919464317816955,0.0827232694496408
"364","SV","Svalbard",0,10044.6228351031,10044.6228351031,0,0,0,0,0,0,10044.6228351031,0,0,4025.07269942059,4025.07269942059,0,0,0,0,0,0,4025.07269942059,0,0,"Northern Europe","snowicerain",42209.0866035712,"SJM",1.04428553901544,"N",1.04428553901544,0.106161536189281
"365","SW","Sweden",0,16906356.9480286,5608374.45753183,6645614.93950791,4652367.55098888,0,0,0,0,5608374.45753183,6645614.93950791,4652367.55098888,1660413.66050359,174290.686346914,479043.051599749,1007079.92255692,0,0,0,0,174290.686346914,479043.051599749,1007079.92255692,"Northern Europe","snowicerain",55700311.8255966,"SWE",1.04428553901544,"N",1.04428553901544,0.106161536189281
"366","DA","Denmark",0,9343092.64886778,3505295.61127099,3309030.38112544,2528766.65647136,0,0,0,0,3505295.61127099,3309030.38112544,2528766.65647136,582991.69314795,72799.822532314,137704.443489703,372487.427125933,0,0,0,0,72799.822532314,137704.443489703,372487.427125933,"Northern Europe","snowicerain",29778253.0260472,"DNK",1.04428553901544,"N",1.04428553901544,0.106161536189281
"367","EN","Estonia",2.50242117716759,2704894.50607256,1081809.58640963,729985.244265597,893099.675397332,56187.9593811749,23355.4884860719,14672.5828316554,18159.8880634476,1058454.09792356,715312.661433942,874939.787333884,-168671.424708485,-164969.398833189,14944.1442846834,-18646.1701599803,-8767.88506076362,-3359.19856988955,-4781.37691883608,-627.309572037989,-161610.200263299,19725.5212035195,-18018.8605879423,"Northern Europe","snowicerain",7656091.82083382,"EST",0.971011597964533,"Y",1.04428553901544,0.106161536189281
"368","LG","Latvia",1.14492830427727,4300220.80173337,1111558.86068635,1557412.69822726,1631249.24281976,73421.5197686482,27985.4359511809,19332.0238951754,26104.0599222919,1083573.42473517,1538080.67433208,1605145.18289746,-727548.493242007,-132398.095892837,-297979.445745415,-297170.951603755,-14222.3987810792,-8735.48338407769,-3253.14785955584,-2233.76753744563,-123662.61250876,-294726.297885859,-294937.184066309,"Northern Europe","snowicerain",10777217.19139,"LVA",1.03068794062861,"Y",1.04428553901544,0.106161536189281
"369","LH","Lithuania",1.00876090446457,6110478.91938056,1298979.69028764,2430294.18385542,2381205.04523749,13615.3208136274,2787.48740807315,4900.65326553583,5927.18014001846,1296192.20287957,2425393.53058989,2375277.86509747,-1073838.54210813,-179229.317859167,-459939.431439283,-434669.792809682,-2413.68092748051,36.0203740081633,-1456.82156015607,-992.87974133261,-179265.338233175,-458482.609879127,-433676.913068349,"Northern Europe","snowicerain",15121123.7804643,"LTU",1.24728671952465,"Y",1.04428553901544,0.106161536189281
"370","BO","Belarus",2.74818032692311,16754085.7612147,3247735.51859242,5239235.06954716,8267115.17307509,287426.376000625,41822.678678754,118402.092735121,127201.60458675,3205912.83991367,5120832.97681204,8139913.56848834,-772551.725815462,-332676.650611782,-1041601.7479569,601726.672753224,-36423.248626377,-4455.09032531624,-34255.0848569793,2286.92655591853,-328221.560286466,-1007346.66309993,599439.746197306,"Eastern Europe","snowicerain",48195607.9817522,"BLR",0.994418541650866,"Y",0.771560448688832,0.100346888478197
"371","PL","Poland",-0.764203151185046,62096914.5856939,21229386.3127973,21872464.8712738,18995063.4016228,984839.332075145,222726.919298759,369568.520106217,392543.892670169,21006659.3934985,21502896.3511676,18602519.5089527,228859.509154566,695461.93109969,220099.197687198,-686701.619632323,-2773.78726158208,32105.6234906611,-7496.45643797588,-27382.9543142673,663356.307609029,227595.654125174,-659318.665318055,"Eastern Europe","snowicerain",187959387.065156,"POL",0.828155774735291,"Y",0.771560448688832,0.100346888478197
"372","GM","Germany",-4.3395099188704,129981731.177261,36276389.3046193,48692697.0186731,45012644.8539685,202525.772787119,55669.3427750805,59300.1186071619,87556.3114048764,36220719.9618442,48633396.9000659,44925088.5425636,-2003528.80575734,-688905.147518363,-1651225.33221563,336601.673976658,13546.7232135422,2624.94175422367,-812.299653603626,11734.0811129222,-691530.089272587,-1650413.03256203,324867.592863735,"Western Europe","snowicerain",384150675.271001,"DEU",0.92145691555137,"Y",0.919464317816955,0.0827232694496408
"373","EZ","Czechia",-1.65748872229774,15918600.0037656,5936207.85846948,6019834.71841135,3962557.42688482,75847.3439829901,20314.3474315853,37452.3784798487,18080.6180715561,5915893.51103789,5982382.3399315,3944476.80881326,438026.349302737,343496.191555919,32499.1490206511,62031.0087261664,-3459.28485434708,709.472547684556,-1998.99290427468,-2169.76449775696,342786.719008235,34498.1419249258,64200.7732239233,"Eastern Europe","snowicerain",49142265.4608451,"CZE",0.706504734556803,"Y",0.771560448688832,0.100346888478197
"374","LO","Slovakia",8.3704081468749,8152317.82191458,3490834.82859231,3440676.01058142,1220806.98274085,66227.2187199244,21055.5067161285,30348.2263474152,14823.4856563807,3469779.32187618,3410327.78423401,1205983.49708447,60444.6376485585,215402.193405175,-91614.6210897263,-63342.9346668903,4110.17040413425,5711.31452076845,-106.251370891623,-1494.89274574257,209690.878884407,-91508.3697188347,-61848.0419211478,"Eastern Europe","snowicerain",24708633.1382216,"SVK",0.665175871769503,"Y",0.771560448688832,0.100346888478197
"375","HU","Hungary",-5.4605797629802,15064422.213156,5674853.8769746,5584462.48225788,3805105.85392351,55132.5143572842,24220.2712699692,15883.8359780544,15028.4071092606,5650633.60570463,5568578.64627983,3790077.44681425,-532547.031580569,-319798.464664005,-540340.680231243,327592.113314679,10642.7054707962,9229.33839278663,-646.987601032446,2060.35467904201,-329027.803056792,-539693.69263021,325531.758635637,"Eastern Europe","snowicerain",43661395.3039746,"HUN",0.812103309805408,"Y",0.771560448688832,0.100346888478197
"376","SI","Slovenia",1.58466964234675,2895000.03258715,1415163.36509979,1043735.51976534,436101.147722021,5548.34738428161,2656.78519160923,2343.15725695479,548.404935717583,1412506.57990818,1041392.36250839,435552.742786304,108107.85293121,24322.6637910433,46386.7167714216,37398.4723687455,328.330366909473,345.017502079,27.198565071204,-43.8857002407312,23977.6462889643,46359.5182063504,37442.3580689862,"Southern Europe","snowicerain",9015201.91897593,"SVN",0.90168412531147,"Y",0.821498772634281,0.218724957314217
"377","AU","Austria",1.11659020980312,11988712.1197167,5144059.22450356,3254853.40959348,3589799.4856197,48818.3943008317,16384.2541315378,22312.0917203141,10122.0484489799,5127674.97037202,3232541.31787317,3579677.43717072,739524.110572656,73523.425139847,202283.174368986,463717.511063823,3362.4598903723,2382.53347586959,-387.816619621663,1367.74303412437,71140.8916639774,202670.990988608,462349.768029699,"Western Europe","snowicerain",38236890.6616496,"AUT",0.882000827115617,"Y",0.919464317816955,0.0827232694496408
"378","SZ","Switzerland",0,10452811.4185153,2384261.30515649,4641400.79073643,3427149.32262237,0,0,0,0,2384261.30515649,4641400.79073643,3427149.32262237,1652555.4593179,336626.686889428,824207.732350204,491721.040078265,0,0,0,0,336626.686889428,824207.732350204,491721.040078265,"Western Europe","snowicerain",36316100.6334995,"CHE",0.941877200929796,"Y",0.919464317816955,0.0827232694496408
"379","LS","Liechtenstein",0,50122.9030368614,9583.50343401183,40539.3996028496,0,0,0,0,0,9583.50343401183,40539.3996028496,0,6085.53467433198,1751.5054449612,4334.02922937078,0,0,0,0,0,1751.5054449612,4334.02922937078,0,"Western Europe","snowicerain",168625.31313358,"LIE",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"380","LU","Luxembourg",0,671370.03839444,214382.499076624,281412.839652911,175574.699664905,0,0,0,0,214382.499076624,281412.839652911,175574.699664905,201013.148957782,70171.1271073069,64303.8279855863,66538.1938648886,0,0,0,0,70171.1271073069,64303.8279855863,66538.1938648886,"Western Europe","snowicerain",2617149.56205667,"LUX",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"381","NL","Netherlands",0,25782393.0900209,3978651.03183535,9038933.11333289,12764808.9448526,0,0,0,0,3978651.03183535,9038933.11333289,12764808.9448526,1673131.41763728,555310.203786981,331011.722822705,786809.491027591,0,0,0,0,555310.203786981,331011.722822705,786809.491027591,"Western Europe","snowicerain",82366573.5229744,"NLD",1.06573872795712,"Y",0.919464317816955,0.0827232694496408
"382","BE","Belgium",0,16253123.607282,3114355.57532607,7568682.69206168,5570085.33989421,0,0,0,0,3114355.57532607,7568682.69206168,5570085.33989421,1626958.89524202,504028.268454506,479992.480440444,642938.146347071,0,0,0,0,504028.268454506,479992.480440444,642938.146347071,"Western Europe","snowicerain",53640247.5075719,"BEL",0.792986582857016,"Y",0.919464317816955,0.0827232694496408
"383","UK","United Kingdom",0.802699720314738,96897202.7916367,13991394.9187949,25721084.433245,57184723.4395968,1440756.58746308,89027.4929210957,319991.821957047,1031737.27258494,13902367.4258738,25401092.6112879,56152986.1670119,9522002.84959799,1373292.64976534,1871537.28165248,6277172.91818017,113647.737079927,10056.2464251987,18134.2488008494,85457.2418538792,1363236.40334014,1853403.03285163,6191715.67632629,"Northern Europe","snowicerain",320812022.050947,"GBR",0.98991528976589,"Y",1.04428553901544,0.106161536189281
"384","JE","Jersey",0,117724.141094457,14873.7834150865,46914.3854310791,55935.9722482919,0,0,0,0,14873.7834150865,46914.3854310791,55935.9722482919,17289.177538014,2114.29018562764,5110.91992777952,10063.9674246068,0,0,0,0,2114.29018562764,5110.91992777952,10063.9674246068,"Northern Europe","snowicerain",405039.955897414,"JEY",1.04428553901544,"N",1.04428553901544,0.106161536189281
"385","GK","Guernsey",0,86596.0866993124,11328.4676723639,75267.6190269485,0,0,0,0,0,11328.4676723639,75267.6190269485,0,1458.76042334656,-344.7658880692,1803.52631141576,0,0,0,0,0,-344.7658880692,1803.52631141576,0,"Northern Europe","snowicerain",264164.541367977,"GGY",1.04428553901544,"N",1.04428553901544,0.106161536189281
