ID,ThreshType,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,geometry
2640,std,0,Poland,Romania,21.658575,50.511062,673469.2377,3/17/2005,4/8/2005,News,4,1000,Snowmelt,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.679706,44.046244 16.307434,45.601096 11.971786,49.39852 11.94189,51.611192 16.247626,52.448416 19.626442,52.41852 21.448651,52.184777 22.242963,52.059957 23.252867,51.776277 24.649818,49.787232 25.815962,47.933368 24.679706,44.046244</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2641,otsu,0,Pakistan,0,68.372412,29.518224,75648.02369,3/20/2005,3/24/2005,News,20,3500,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>70.484225,28.862718 67.371646,28.172067 67.055569,29.181662 67.720033,30.16507 69.846337,30.085334 69.926049,31.600318 70.324737,32.264782 70.936065,32.583726 70.484225,28.862718</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2648,std,0,Romania,Serbia,21.212857,45.6965,58909.96198,4/18/2005,6/4/2005,News,4,7000,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.696998,44.534556 19.842358,44.452624 19.499732,45.42836 19.775322,46.47858 20.83299,46.940376 22.024726,46.754168 22.836598,46.232784 22.925982,45.495394 22.359902,44.542004 21.696998,44.534556</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2649,std,0,Ethiopia,Somalia,43.286087,6.272302,336115.1908,4/23/2005,6/14/2005,News,177,260000,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>43.893465,3.162346 42.615735,5.378499 41.625103,6.503201 41.682457,7.767095 43.272185,10.014655 46.323753,9.795383 47.365305,7.712279 46.725753,5.373357 45.391833,3.546075 43.893465,3.162346</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2650,std,0,Georgia,Russia,41.55217,42.648654,1515482.222,4/25/2005,5/30/2005,News,0,6000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>40.931042,43.032132 40.823022,43.302184 41.611578,43.17256 40.820428,47.506433 41.874716,51.723552 42.929,58.272896 49.446392,60.477304 57.4334,60.189768 54.238604,52.33056 52.928716,47.410576 47.817036,45.781232 46.679715,44.389868 47.430083,43.994508 47.502699,43.002084 47.906131,42.453424 48.567747,41.856354 45.275787,41.590092 42.551366,41.735872 41.76281,41.649456 41.784414,41.995124 41.56837,42.492024 41.427942,42.751276 41.136286,42.805284 40.931042,43.032132</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2657,std,0,Bangladesh,0,91.64239,24.598004,12730.18077,5/25/2005,5/28/2005,News,13,50000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>91.270792,25.186614 92.3291,25.085538 92.3291,24.770424 92.019932,24.276944 91.223228,24.009395 90.95568,24.88339 91.270792,25.186614</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2668,otsu,0,China,0,129.266053,44.319638,2332.118731,6/10/2005,6/12/2005,News,117,400,Brief torrential rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>129.472451,44.151544 129.008591,44.08771 128.889435,44.3473 129.068169,44.547312 129.536283,44.551567 129.642671,44.266444 129.472451,44.151544</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2669,otsu,0,Taiwan,0,120.344936,22.802656,3446.401107,6/11/2005,6/17/2005,News,16,2700,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>120.123297,23.269895 120.438783,23.202006 120.646445,22.754734 120.622485,22.335417 120.402841,22.471196 120.251089,22.642916 120.271057,22.694832 120.155245,22.97837 120.043427,23.062234 120.123297,23.269895</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2675,std,0,Pakistan,Afghanistan,71.507633,34.272003,28630.77209,6/21/2005,8/5/2005,News,5,50000,Snowmelt,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>72.869123,33.547974 70.122535,34.106736 70.004487,34.704848 70.264191,34.996032 71.554851,34.885856 73.010779,34.42153 72.869123,33.547974</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2676,std,0,Bangladesh,0,89.11453,25.961407,15321.95755,6/23/2005,6/30/2005,News,5,70000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>89.612302,25.316077 88.864662,25.375101 88.364922,25.914188 88.420012,26.50443 88.774158,26.606738 89.462774,26.406056 89.864138,25.823685 89.612302,25.316077</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2680,std,0,India,0,73.07388,21.43303,73780.96843,6/28/2005,7/15/2005,News,202,500000,Monsoonal rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>72.4047,22.361769 72.198523,21.920534 69.963039,24.262044 71.208899,24.977752 72.631483,23.661204 73.74306,22.653777 73.540284,21.712871 73.232052,20.812519 73.207716,20.017615 72.712932,20.098728 72.923828,20.544847 72.761596,20.999079 72.615596,21.145081 72.583148,21.347863 72.761596,21.656091 72.721044,21.704759 72.55882,21.696647 72.66426,21.931875 72.534484,21.923763 72.502036,22.150877 72.623708,22.256325 72.4047,22.361769</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2683,std,0,Australia,0,153.288976,-28.519498,7891.306167,6/30/2005,7/3/2005,News,3,3000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>153.379764,-27.716201 153.403452,-27.897781 153.446872,-28.055677 153.513976,-28.158311 153.56924,-28.174099 153.56924,-28.355681 153.5574,-28.564893 153.608716,-28.631999 153.612664,-28.849107 153.45082,-29.070161 153.45082,-29.137267 153.340292,-29.295164 153.028448,-29.145162 153.060024,-28.620157 152.965288,-28.201731 152.969236,-27.874097 153.379764,-27.716201</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2684,otsu,0,China,0,103.519078,30.676575,69402.58211,6/28/2005,7/19/2005,News,65,428000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>101.855833,29.588916 102.221031,30.565428 103.094335,31.716602 103.745343,31.843624 104.586895,31.422852 104.960031,31.129104 104.563079,30.438402 104.316959,29.001422 103.888247,28.366292 102.665623,29.041117 101.855833,29.588916</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2685,otsu,0,North Korea,0,126.498861,39.728164,2586.855961,6/30/2005,7/2/2005,News,88,16000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>126.42344,39.949468 126.699325,39.9713 126.731081,39.735111 126.520694,39.288536 126.135646,39.42747 126.21107,39.752974 126.42344,39.949468</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2686,std,0,India,0,80.199902,24.128785,55740.23151,7/2/2005,7/15/2005,News,62,49000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>78.175422,23.45396 78.10397,24.303444 79.263082,24.763912 80.453954,25.002088 81.493978,25.137052 82.295834,24.636888 81.628946,24.16848 79.91409,23.350752 78.770858,23.120518 78.175422,23.45396</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2688,std,0,China,0,125.500543,44.562689,275029.3101,7/1/2005,8/12/2005,News,5,1500,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>125.694417,43.115415 123.638473,44.522111 122.989317,46.235727 123.498245,48.453159 126.133717,49.198359 129.496213,47.562551 130.550405,45.526875 129.023653,44.090995 127.281457,43.187554 125.694417,43.115415</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2689,std,0,Pakistan,India,73.563738,30.922991,433454.6346,7/5/2005,8/14/2005,News,40,452000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>71.000402,27.864979 69.718738,27.347819 68.077298,28.427115 69.831162,28.989251 70.798034,32.879219 72.147154,33.283955 75.002802,33.981003 76.644242,33.846091 77.273826,32.339571 78.114408,30.976957 77.364904,27.769045 73.024082,28.786883 71.000402,27.864979</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2690,std,0,India,Bangladesh,87.012599,27.436259,823461.8752,7/7/2005,7/27/2005,News,40,3000000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>78.220823,31.131351 83.062679,28.583015 86.732311,27.614647 92.134775,27.359799 95.243735,29.296551 96.763389,27.509705 93.384605,24.828705 89.014205,22.404777 84.387831,24.403735 81.941399,25.015335 81.329815,25.168231 78.985335,25.524999 77.354391,27.665607 78.220823,31.131351</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2692,std,0,Romania,0,27.862878,45.764753,40036.82302,7/12/2005,7/28/2005,News,23,13000,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>26.745648,44.817531 26.289036,45.429583 26.376472,46.187359 26.143308,46.809123 27.2314,47.139439 27.668576,47.042287 27.882312,46.488527 28.037752,45.604455 28.241768,45.419867 28.591512,45.196419 28.795528,45.215851 29.154984,45.449011 29.582448,45.410151 29.572736,44.827247 29.096696,44.798101 28.601224,44.390067 27.814304,44.798101 27.2314,44.817531 26.98852,44.807815 26.745648,44.817531</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2693,std,0,China,0,115.759987,32.605462,101854.3218,7/10/2005,7/18/2005,News,0,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>113.969588,33.652156 115.980342,33.964328 117.80747,33.808244 118.220638,32.82582 117.293302,31.44859 115.860982,31.246596 114.171582,31.825032 113.299336,32.59628 113.969588,33.652156</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2694,std,0,Taiwan,China,120.855737,28.120285,12148.25628,7/16/2005,7/20/2005,News,17,0,Tropical cyclone,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>120.506839,27.43167 120.194667,27.881564 120.516023,28.524272 120.984279,28.8089 121.480079,28.606904 121.516807,28.340642 121.296447,28.129466 121.149543,28.349822 120.846551,27.90911 120.617015,27.596938 120.653743,27.43167 120.506839,27.43167</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>120.176302,22.923538 120.598654,23.05208 120.736374,22.657274 120.662926,22.290012 120.433382,22.464462 120.258934,22.62973 120.176302,22.923538</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2698,std,0,India,0,79.965416,16.977232,619197.8215,7/23/2005,8/16/2005,News,126,100000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>82.753604,17.399816 82.309236,17.051292 82.344092,16.781188 82.248244,16.554648 81.681892,16.328108 81.32466,16.354246 81.037124,15.761758 80.87158,15.709478 80.8193,15.822748 80.575332,15.90988 80.16582,15.500364 80.030905,15.089537 80.204041,14.512413 80.113353,14.058958 80.269993,13.745662 80.278249,13.110824 79.569201,13.10258 77.252459,11.676257 75.644755,12.269871 74.318116,15.417825 73.951323,16.526354 73.429663,18.539637 73.723099,19.444393 75.968825,19.599264 78.250062,20.596959 80.550318,20.984455 81.298516,18.140428 82.753604,17.399816</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2699,std,0,Philippines,0,122.905219,10.409698,1058.184286,7/27/2005,7/30/2005,News,3,32782,Monsoonal rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>122.930968,10.634422 122.984808,10.557174 122.991832,10.38629 123.003536,10.276269 122.85372,10.184975 122.849038,10.292655 122.872446,10.376926 122.813924,10.470561 122.806902,10.517379 122.816266,10.540787 122.860742,10.543128 122.930968,10.634422</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.504929,10.692944 122.458112,10.791261 122.556428,10.87085 122.6922,10.875532 122.755404,10.812329 122.715608,10.793602 122.645382,10.805306 122.572815,10.765511 122.572815,10.711671 122.504929,10.692944</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.544724,10.618036 122.617291,10.695285 122.661768,10.744443 122.680496,10.678899 122.619632,10.615695 122.544724,10.618036</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2709,otsu,0,Thailand,0,99.369102,19.068486,134287.401,8/13/2005,9/26/2005,News,11,119270,Monsoonal rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>97.95344,19.620592 100.039184,20.498304 100.567696,20.09248 101.228336,19.488464 101.228336,18.657944 101.37564,17.363197 100.681072,16.488039 98.55568,16.654737 97.70806,18.035054 97.509868,18.478628 97.95344,19.620592</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2711,std,0,China,0,123.069642,41.858282,85856.93614,8/13/2005,8/20/2005,News,15,206000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>122.097553,40.197239 122.286309,40.527561 122.078677,40.735191 121.285909,40.942822 120.672455,40.536998 120.417635,40.801256 122.144741,42.50005 123.494337,43.453262 124.202169,43.519326 125.419641,43.07575 125.721649,42.226354 125.296953,41.707278 122.711009,40.225553 122.097553,40.197239</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2717,std,0,Mexico,0,-98.657793,18.811618,242699.5099,8/21/2005,8/30/2005,News,30,10000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-103.622569,18.655714 -102.039593,20.262674 -99.904985,19.399234 -98.417945,19.37525 -96.547161,19.68705 -96.019513,18.847594 -94.460521,18.104078 -94.868249,17.360562 -96.403257,15.681654 -102.039593,18.05611 -103.622569,18.655714</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2718,std,0,India,0,83.211491,25.885963,12677.58902,8/26/2005,8/30/2005,News,21,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>83.775477,26.166566 84.008849,25.79428 83.775477,25.544237 83.075357,25.305308 82.414133,25.816506 82.741965,26.466618 83.775477,26.166566</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2719,std,0,USA,0,-90.320072,30.191041,50377.42005,8/29/2005,9/19/2005,News,1053,500000,Tropical cyclone,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-91.08223,30.312608 -90.015138,30.920448 -88.596842,31.379704 -87.313626,31.244628 -87.070498,30.380148 -87.867442,30.218056 -88.569826,30.326116 -89.528866,30.245072 -89.812522,30.001936 -89.71797,29.880368 -89.299234,30.096488 -89.272218,29.92089 -89.54237,29.515664 -89.056098,29.150962 -89.218194,29.002378 -89.54237,29.232006 -89.812522,29.299544 -90.460882,29.029394 -90.731034,29.056408 -91.08223,30.312608</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2720,std,0,Australia,0,147.09513,-41.553605,8209.306482,8/30/2005,9/3/2005,News,0,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>146.477428,-41.196468 146.98398,-40.999678 147.093308,-41.01061 147.271876,-40.996034 147.414004,-41.163668 147.636304,-41.418767 147.712832,-41.786837 147.629016,-42.052868 147.279164,-42.111176 147.064154,-41.892521 146.619554,-41.60098 146.477428,-41.196468</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2721,otsu,0,Nigeria,0,10.905259,10.665559,159497.3748,8/7/2005,9/16/2005,News,3,7,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>10.019563,13.261313 11.041515,13.424825 11.831835,13.043297 11.927211,12.103105 12.485883,10.318097 12.840155,9.555037 12.663019,8.969121 11.940843,8.437707 11.286795,8.069805 10.510099,8.587593 9.120251,11.380925 8.970363,12.525505 10.019563,13.261313</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2722,std,0,Taiwan,China,118.553658,28.58392,188694.0464,9/1/2005,9/4/2005,News,129,1840000,Tropical cyclone,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>119.460138,25.617284 118.942154,26.2059 118.58897,27.87758 115.881322,29.313812 115.669418,30.137876 116.37577,31.244476 117.717818,31.550556 119.130506,31.385748 120.354826,30.232052 121.437898,28.890004 121.414346,28.254292 121.155354,28.254292 120.472554,27.430228 120.213562,26.982876 119.695578,26.653252 119.695578,26.300084 119.460138,25.617284</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>120.179761,22.94416 120.426601,23.042896 120.659977,22.8544 120.637537,22.603072 120.592657,22.378671 120.341329,22.526776 120.260545,22.616536 120.269521,22.616536 120.242593,22.71976 120.179761,22.94416</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>121.597971,24.102065 121.647339,24.007817 121.611435,23.962937 121.571043,23.769953 121.472307,23.837273 121.476795,24.007817 121.597971,24.102065</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2724,std,0,France,0,4.186194,44.057063,9814.171678,9/7/2005,9/9/2005,News,0,3000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.539602,43.448667 4.280138,43.439719 4.03857,43.573925 3.752266,43.421825 3.600162,43.448667 3.81489,44.522305 4.324874,44.692301 4.772226,44.477573 4.736434,44.030221 4.539602,43.448667</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2725,std,0,Vietnam,Cambodia,105.734716,10.707097,154793.7675,9/8/2005,11/1/2005,News,69,30000,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>105.712348,9.217421 104.489901,10.718162 102.892184,13.020835 103.570264,14.512627 105.8758,14.241395 107.009668,10.568419 106.741252,10.237379 106.633892,9.807923 106.320748,9.575301 106.195484,9.423201 105.712348,9.217421</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2726,std,0,China,0,120.24229,30.368141,84372.27667,9/11/2005,9/13/2005,News,16,1350000,Tropical cyclone,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>118.461834,31.325467 118.819722,32.130699 119.964938,32.059123 121.056474,31.772819 121.915386,31.021275 121.521706,30.824435 120.949098,30.502347 120.304922,30.359195 120.573322,30.180251 120.716474,30.037099 121.289098,30.341299 122.022746,29.911843 121.70065,28.784523 120.627018,28.605583 119.356538,29.589755 118.461834,31.325467</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2728,std,0,India,0,82.538893,21.113878,374448.8473,9/14/2005,9/30/2005,News,89,550000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>82.397419,22.19905 86.761888,21.350032 86.984144,20.697136 86.761888,20.53044 85.803376,20.599896 85.485733,19.65012 83.907285,18.172416 82.376549,17.04009 82.286283,16.559146 81.455653,16.35888 81.008267,15.781226 80.647083,15.920142 80.174763,15.697878 78.341099,16.503578 78.674491,18.420594 79.952523,21.587834 82.397419,22.19905</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2730,std,0,Philippines,0,120.982766,15.300986,12975.72775,9/15/2005,9/27/2005,News,16,8000,Monsoonal rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>120.572694,14.847595 120.555902,15.11207 120.568615,15.398977 120.723539,15.714359 121.144047,16.123803 121.409631,15.703293 121.376435,15.393445 121.404099,15.216389 121.348767,14.878875 121.254707,14.557959 120.988298,14.47817 120.988298,14.536942 120.908534,14.713259 120.778398,14.772031 120.660852,14.767833 120.572694,14.847595</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>123.766697,13.058511 123.833097,13.008714 123.827561,12.914653 123.761165,12.881455 123.606241,12.886988 123.451317,13.030846 123.440249,13.246634 123.589641,13.285365 123.766697,13.235568 123.766697,13.058511</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2731,std,0,India,0,79.373434,28.197268,308728.7161,9/16/2005,10/5/2005,News,23,0,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>83.672194,27.340868 82.866178,24.989988 80.515298,25.5945 77.324802,27.172948 76.182946,29.221572 75.947858,31.00154 76.653122,32.378484 77.257634,32.546404 80.347378,30.329844 80.11229,28.986484 83.672194,27.340868</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2732,std,0,Vietnam,0,105.54951,18.760138,10778.8005,9/18/2005,9/24/2005,News,8,8500,Tropical cyclone,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>106.593321,17.433568 106.055977,17.752616 105.686553,18.357132 105.384297,18.743348 105.417881,19.381444 105.636185,20.086708 105.972025,20.053124 105.921641,19.76766 105.770521,19.247108 105.619385,18.911268 105.955225,18.373924 106.274281,18.17242 106.458985,17.987704 106.475785,17.735824 106.593321,17.433568</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2733,std,0,Romania,Bulgaria,27.383339,44.584831,29372.69758,9/21/2005,10/9/2005,News,10,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.564587,43.748875 28.527467,43.373795 27.615819,43.498111 26.828475,43.953939 26.369287,44.24318 26.114867,44.42491 26.151215,44.96283 26.420175,45.362634 26.841787,45.420788 27.386975,45.282674 27.764971,45.035522 28.600931,44.374026 28.651811,44.170488 28.637275,44.025104 28.564587,43.748875</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2734,std,0,India,0,73.473279,21.713895,53194.83438,9/22/2005,10/11/2005,News,15,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>72.499343,22.439013 73.238679,23.363181 74.248159,23.277877 74.447215,22.638065 74.290815,21.102525 73.494599,20.292097 72.669959,20.064609 72.911663,20.661765 72.613087,21.173613 72.613087,21.344229 72.726831,21.600153 72.741047,21.685461 72.541999,21.699677 72.641519,21.941385 72.570431,21.969821 72.513559,22.168873 72.613087,22.268397 72.613087,22.268397 72.499343,22.439013</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2735,std,0,USA,0,-92.997899,29.981597,33402.87724,9/23/2005,10/1/2005,News,0,0,Tropical cyclone,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-94.315526,29.61789 -94.450554,30.079602 -94.150004,30.746036 -93.453068,30.798304 -92.825836,30.798304 -92.2683,30.641496 -91.745612,30.449844 -91.03126,29.961996 -91.27518,29.456724 -91.519116,29.54384 -91.623644,29.726784 -91.963404,29.826967 -92.124568,29.739852 -92.02874,29.630957 -91.71948,29.578688 -91.797884,29.495928 -92.076652,29.591755 -92.320576,29.530774 -92.76922,29.61789 -93.200444,29.770342 -93.422588,29.770342 -93.740562,29.739852 -93.906082,29.670159 -94.041112,29.670159 -94.263256,29.600467 -94.315526,29.61789</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2736,std,0,China,Vietnam,110.083434,19.240185,491950.1515,9/26/2005,10/6/2005,News,104,470000,Tropical cyclone,2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>105.721526,19.351315 104.967861,16.349596 103.195893,15.55096 98.552385,17.22499 97.653917,19.58135 104.112716,22.259803 105.502796,22.632747 106.79117,21.087739 106.999538,20.865479 106.666146,20.615435 106.471666,20.240367 106.235514,20.031995 105.999354,19.976431 105.832658,19.601363 105.721526,19.351315</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>109.652794,19.962539 109.986194,19.906971 110.361266,20.059779 110.625202,20.018103 110.694658,20.115343 110.944706,19.962539 111.014162,19.656927 110.694658,19.448555 110.430722,18.753987 110.069538,18.545615 110.027874,18.365027 109.76393,18.406699 109.668498,18.281317 109.741834,18.207979 109.635162,18.247981 109.575158,18.174643 109.535154,18.241315 109.501822,18.201313 109.468486,18.307985 109.175134,18.287985 109.11513,18.374657 109.008454,18.381323 108.701768,18.507999 108.701768,18.768015 108.621762,18.828019 108.661766,18.894691 108.621762,19.114705 108.668432,19.201377 108.641764,19.241379 108.688434,19.368055 109.02179,19.601403 109.215134,19.674739 109.315142,19.781415 109.175134,19.734743 109.15513,19.794747 109.208274,19.865299 109.652794,19.962539</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>109.66669,21.032179 110.236242,21.101635 110.208466,20.879371 110.527954,20.476519 110.333474,20.240367 109.958418,20.309823 109.777818,20.643215 109.694474,20.865479 109.66669,21.032179</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2737,std,0,Nepal,0,80.547593,29.293795,8032.64816,9/25/2005,10/2/2005,News,51,1600,Monsoonal rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>80.659783,29.994985 81.033751,29.864097 80.921563,29.359239 80.628619,28.835684 80.535127,28.592605 80.061435,28.966573 80.211023,29.477663 80.659783,29.994985</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2742,std,0,Mauritania,0,-11.983202,17.04635,147088.3388,9/27/2005,10/7/2005,News,0,3000,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-14.07116,16.732142 -12.033876,18.982274 -10.148636,19.306614 -9.895244,18.049786 -10.077684,15.91115 -12.1251,14.786086 -13.696136,15.921286 -14.07116,16.732142</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2743,std,0,China,0,109.423486,32.868636,29516.96275,9/29/2005,10/6/2005,News,2,24000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>111.216004,32.337209 110.912332,32.387821 110.245932,32.455305 109.874776,32.674623 109.427704,32.573399 109.039676,32.387821 108.474508,32.286597 108.002128,32.742107 106.85492,32.910813 106.711519,33.357885 107.605666,33.467545 108.27206,33.307273 108.617908,33.054215 108.904712,32.995167 109.453008,33.113261 109.76512,33.104827 110.338724,33.045779 110.701444,32.978297 111.18226,32.868637 111.629332,32.607141 111.68838,32.413127 111.528108,32.269727 111.216004,32.337209</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2744,std,0,El Salvador,Guatamala,-89.595064,13.979731,211256.7843,10/1/2005,10/16/2005,News,2000,250000,Tropical cyclone,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-88.678554,13.232423 -88.838354,13.270023 -89.298962,13.486223 -89.834766,13.542627 -89.853566,13.617827 -90.24837,13.796427 -90.549091,13.917994 -90.947859,13.90638 -91.318632,13.941911 -91.838307,14.231588 -92.237074,14.525823 -92.872584,15.195433 -93.717931,15.923441 -94.399319,16.240905 -95.041991,16.233161 -96.304106,15.691149 -96.24797,19.272305 -95.73693,18.753521 -95.194914,18.722549 -94.979442,18.619123 -94.807762,18.536717 -94.505786,18.149565 -94.041202,18.242481 -93.282386,18.451545 -92.306762,16.810019 -90.804611,15.904084 -89.983847,15.362072 -89.317943,15.05235 -88.814647,14.812316 -88.586228,14.351604 -88.214564,14.030268 -87.726752,13.88315 -87.87774,13.364366 -87.780952,13.283064 -87.9242,13.166919 -88.446856,13.17079 -88.678554,13.232423</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2746,std,0,China,0,109.083621,34.507343,12375.9329,10/3/2005,10/6/2005,News,16,359000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>108.616659,34.556497 108.879983,34.770668 109.894663,34.981328 110.186075,34.791734 110.231719,34.535431 109.845511,34.493299 109.624315,34.342326 109.371523,34.14571 108.992335,34.033358 108.363866,34.071979 107.981167,34.1106 107.935524,34.405524 108.616659,34.556497</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2747,std,0,Bangladesh,0,88.977022,25.640627,22573.98105,10/3/2005,10/22/2005,News,19,100000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>88.796096,24.528674 88.449316,25.21469 88.147768,25.538854 88.532244,26.081638 89.11272,25.991174 89.610276,25.90071 89.874124,25.80271 89.776124,25.011148 89.70074,24.71714 89.57258,24.31759 88.796096,24.528674</coordinates></LinearRing></outerBoundaryIs></Polygon>"
